Item_ID	Sentence	Pre	ParentString	WordAfterAll	ParentNode	GrammFunction	Objects	Head	RevisedPartitive	RevisedHead	BadNP	JFQ_Head	CndP_Head	Information_Head_3gram	Length_Head_3gram	FQ_Head	P_Head	NPNiteID	Partitive	CorrectedHead
12500:4	"all those factors played a part in, you know, uh, the,"			those		NP-SBJ		factors				1	0.071428571	16.49341406	1	14	1.17e-05	sw2130_s54_501	the	factors
12698:41	"i grew up with hank snow, and lefty frizzell and hank williams and all of those old country and western songs."	and	"hank snow, and lefty frizzell and hank williams and all of those old country and western songs"	of	NP	NP	NP-OTHER	songs				1	0.052631579	16.02392878	1	19	1.58e-05	sw2131_s21_505	yes	songs
12758:28	"and they, they played all the irish jigs and so forth,"	played	played all the irish jigs and so forth	the	VP	NP	NP-OBJ	jigs				1	1	20.19385498	1	1	8.34e-07	sw2131_s56_508	the	jigs
13426:57	"but, uh, i haven't got to the end of it --n401142 yet where it asks all that salary information and everything --n401171,"	asks	asks all that salary information and everything --n401171	that	VP	NP	NP-OBJ	information				8	0.096385542	13.83630178	1	83	6.92e-05	sw2139_s27_517	the	information
13571:21	"i need --n404cd0 to do all kinds of different things like that,"	do	do all kinds of different things like that	kinds	VP	NP	NP-OBJ	kinds	hyper	things		59	0.453846154	13.18262653	1	130	0.00010839	sw2139_s116_507	no	things
13918:57	"but, i-, it seems in my experience i'm running across single women all the time."	women	running across single women all the time	the	VP	NP-TMP		time				146	0.077991453	9.324259938	1	1872	0.001560809	sw2145_s116_517	the	time
13984:26	"and i think that before we expend all our young talent overseas and, and --n40067f helping other countries we ought --n40069a to perhaps give a little bit of our help to our own folks at home"	expend	"expend all our young talent overseas and, and --n40067f helping other countries"	our	VP	NP	NP-OBJ	talent				1	0.166666667	17.87192569	1	6	5e-06	sw2151_s11_509	the	talent
14060:53	"of course, there's, you know, third world countries that --n401ff7 can use all kind of help."	use	use all kind of help	kind	VP	NP	NP-OBJ	kind	hyper	help		36	0.016720855	9.122391419	1	2153	0.001795097	sw2151_s61_517	no	help
14436:61	"but since it's kind of off season, it --n4018f6's kind of hard to think back about all that."	about	about all that	that	PP	NP	NP-OTHER	that				106	0.004737218	5.74425372	1	22376	0.018656337	sw2157_s60_519	the	that
14607:18	"and they'd go to all the games,"	to	to all the games	the	PP-DIR	NP	NP-OTHER	games				5	0.086206897	14.36096377	1	58	4.84e-05	sw2157_s177_505	the	games
14611:89	"but, you know, i'm just used to --n405be8 always growing up and hearing cowboys, cowboys, cowboys, and, you know, super bowl, and all this other stuff."	and	"cowboys, cowboys, cowboys, and, you know, super bowl, and all this other stuff"	this	NP	NP	NP-OTHER	stuff				76	0.090692124	10.48476997	1	838	0.000698695	sw2157_s181_517	the	stuff
14765:25	"now what --n40168c happens is all those that --n4016ab don't have any money in the country move to the cities,"	is	all those that --n4016ab don't have any money in the country move to the cities	those	SBAR-PRD	NP-SBJ	NP-OTHER	those				7	0.006660324	10.15768017	1	1051	0.000876288	sw2160_s60_510	the	those
14912:31	"and within, uh, two months, he has all his house payments gone everything paid, you know,"	has	"has all his house payments gone everything paid, you know"	his	VP	NP	NP-OBJ	payments				1	0.058823529	16.19385378	1	17	1.42e-05	sw2160_s161_506	the	payments
15962:91	"and of course, you know, they did specifically single them out when we started --n403260, you know, that they were going --n403287 to do all them first."	do	do all them first	them	VP	NP	NP-OBJ	them	the			22	0.008261359	8.815558926	1	2663	0.002220318	sw2184_s101_532	no	them
16022:32	"i mean, you know, there's all kinds of drawbacks, much less the drug testing."	's	"'s all kinds of drawbacks, much less the drug testing"	kinds	VP	NP-PRD	NP-OTHER	kinds	hyper	drawbacks		59	0.453846154	13.18262653	1	130	0.00010839	sw2184_s133_511	no	drawbacks
16062:27	and they had people out there using all sorts of drugs handling those chemicals.	using	using all sorts of drugs	sorts	VP	NP	NP-OBJ	sorts	hyper	drugs		19	0.527777778	15.06457076	1	36	3e-05	sw2184_s156_509	no	drugs
16108:56	"i have a friend who --n40568d was telling me about her brother who --n4056b0 gets high all the time,"	high	gets high all the time	the	VP	NP-TMP		time				146	0.077991453	9.324259938	1	1872	0.001560809	sw2184_s181_521	the	time
16110:72	"and she said, oh, he's the supervisor of this chemical land fill, you know where they go and dump all this toxic stuff --n4058c7."	dump	dump all this toxic stuff	this	VP	NP	NP-OBJ	stuff				76	0.090692124	10.48476997	1	838	0.000698695	sw2184_s183_523	the	stuff
16630:8	but not all country.	not	not all country	country	NP	NP	NP-OTHER	country				2	0.006134969	11.84955787	1	326	0.000271808	sw2220_s15_501	no	country
16641:60	"they're, they're not so, they're not so sad country all the time."	country	're not so sad country all the time	the	VP	NP-TMP		time				146	0.077991453	9.324259938	1	1872	0.001560809	sw2220_s23_520	the	time
16839:10	i figure all our c ds that we have what i really like --n40468b.	figure	figure all our c ds that we have what i really like --n40468b	our	VP	NP-ADV		ds		cds		1	1	20.19385498	1	1	8.34e-07	sw2220_s157_503	the	cds
16868:31	"you know, it doesn't have, like all the brass and everything."	like	"have, like all the brass and everything"	the	VP	NP	NP-OTHER	brass				1	0.5	20.19385378	1	2	1.67e-06	sw2220_s180_509	the	brass
16906:40	well they're having a lot of recruiting --n405bb0 this week in all the different areas.	in	in all the different areas	the	PP-N405BB0	NP	NP-OTHER	areas				5	0.042735043	13.33587279	1	117	9.76e-05	sw2220_s202_513	the	areas
17343:17	"and that seems like all of his books have kind of come from that, i mean."	like	like all of his books have kind of come from that	of	SBAR	NP-SBJ	NP-OTHER	books				4	0.033613445	13.31121073	1	119	9.92e-05	sw2226_s167_505	yes	books
18258:42	"but, uh, i, i keep --n402ef2 hearing all the stories of, of different parts of town."	hearing	"hearing all the stories of, of different parts of town"	the	VP	NP	NP-OBJ	stories				3	0.068181818	14.76758903	1	44	3.67e-05	sw2241_s85_512	the	stories
18311:35	"we've got, we've got all the different lake editions around the house"		got all the different lake editions around the house	the	VP	NP	NP-OTHER	editions				1	1	20.19385498	1	1	8.34e-07	sw2241_s120_512	the	editions
18458:11	"they have all the water they want --n407440,"	have	have all the water they want --n407440	the	VP	NP	NP-OBJ	water				1	0.005952381	12.81014949	1	168	0.000140073	sw2241_s205_503	the	water
18477:41	"but, man, i, i just think of all of the money that they, that they're going --n407ac0 to have --n407acf to spend --n407ade --n407ae5 just getting that."	of	"of all of the money that they, that they're going --n407ac0 to have --n407acf to spend --n407ade --n407ae5 just getting that"	of	PP	NP	NP-OTHER	money				27	0.04313099	10.9061414	1	626	0.000521937	sw2241_s216_511	yes	money
18537:70	"that's something i've been, uh, been --n409178 looking around and noticed --n40918f all the flowering trees and stuff are, at this time of the year"		"all the flowering trees and stuff are, at this time of the year"	the	SBAR-TPC	NP-SBJ	NP-OTHER	trees				5	0.05952381	13.81881435	1	84	7e-05	sw2241_s257_526	the	trees
18609:19	"uh, unfortunately i need all of it."	need	need all of it	of	VP	NP	NP-OBJ	it				14	0.000641878	5.781151632	1	21811	0.018185259	sw2247_s34_505	yes	it
18634:27	"it manages --n4015da to take care of all my home needs in terms of word processing and spreadsheets and, uh, databases, database searches."	of	"of all my home needs in terms of word processing and spreadsheets and, uh, databases, database searches"	my	PP	NP	NP-OTHER	needs				3	0.025862069	13.34836373	1	116	9.67e-05	sw2247_s47_509	the	needs
18735:25	"once you get passed thirty-three megahertz, all help is, kind of lost --n403b0d in the, in the translation. because you no longer can think that fast anyway."	megahertz	"once you get passed thirty-three megahertz, all help is, kind of lost --n403b0d in the, in the translation. because you no longer can think that fast anyway."	help	S	NP-SBJ-N403B0D		help				2	0.009345794	12.45914416	1	214	0.000178426	sw2247_s108_508	no	help
18767:46	"and i'm, and in full, uh, support of all of them."	of	of all of them	of	PP	NP	NP-OTHER	them				22	0.008261359	8.815558926	1	2663	0.002220318	sw2249_s9_512	yes	them
18854:16	now we can put all our yard clippings out.	put	put all our yard clippings out	our	VP	NP	NP-OBJ	clippings				1	0.142857143	17.60889128	1	7	5.84e-06	sw2249_s64_505	the	clippings
18868:16	"and then you put all your lar-, yard clippings and, uh, leaf rakings and anything that --n402c5b will be compostible."	put	"put all your lar-, yard clippings and, uh, leaf rakings and anything that --n402c5b will be compostible"	your	VP	NP	NP-OBJ	anything		clippings		1	0.001510574	10.82534732	1	662	0.000551953	sw2249_s72_504	the	clippings
18877:36	"and at the end of every year, uh, they sell all the composts to nurserymen and to local people who --n403089 want --n403094 to put it on their flower beds."	sell	sell all the composts to nurserymen and to local people who --n403089 want --n403094 to put it on their flower beds	the	VP	NP	NP-OBJ	composts				1	0.5	20.19385378	1	2	1.67e-06	sw2249_s77_509	the	composts
18952:42	"and the thing is, i hardly have room --n404c12 now for all the things that we're saving --n404c3d it --n404c48 to recycle,"	for	for all the things that we're saving --n404c3d it --n404c48 to recycle	the	PP-N404C12	NP	NP-OTHER	things				56	0.03196347	9.419890413	1	1752	0.001460757	sw2249_s122_513	the	things
18974:26	"he, we have all our piles of, of recyclables also."	have	"have all our piles of, of recyclables also"	our	VP	NP	NP-OBJ	piles				1	0.333333333	19.19385378	1	3	2.5e-06	sw2249_s135_508	the	piles
18988:13	"they just put all our christmas trees in the regular, uh, compost, pickup"	put	"put all our christmas trees in the regular, uh, compost, pickup"	our	VP	NP	NP-OBJ	trees				5	0.05952381	13.81881435	1	84	7e-05	sw2249_s142_504	the	trees
19020:24	"and we'll, uh, take all of those back and try --n406691 to recycle them."	take	take all of those back	of	VP	NP	NP-OBJ	those				7	0.006660324	10.15768017	1	1051	0.000876288	sw2249_s158_506	yes	those
19059:61	"and you're not going --n4073a3 to bother --n4073b2 if you have one bag full, --n4073d5 to drive all the way to some recycling center --n407400 to turn in just your little plastic peanuts."	drive	drive all the way to some recycling center --n407400 to turn in just your little plastic peanuts	the	VP	NP-EXT		way				40	0.036199095	10.08532932	1	1105	0.000921311	sw2249_s183_520	the	way
19379:56	"the whole i-, idea if you look at the russian history and i guess all countries the way it used --n4068cd to be --n4068dc is, the only way to truly protect your borders --n406917 was to have a buffer."	guess	the russian history and i guess all countries	countries	NP	NP	NP-OBJ	countries				5	0.054945055	13.70200069	1	91	7.59e-05	sw2252_s136_511	no	countries
19389:65	"the reason they have the angolan heights --n406e75 and the, the, uh, all their buffer area is between jordan and the, the sinai"	uh	"the reason they have the angolan heights --n406e75 and the, the, uh, all their buffer area is between jordan and the, the sinai"	their	S	NP-SBJ		area				1	0.002252252	11.40269089	1	444	0.000370192	sw2252_s143_522	the	area
19409:114	"i knew a lot of guys in the service when they were sent --n40742b to germany --n40743a --n407441 they said that's the safest place in the world because if a war starts, all the bombs are going --n4074a0 to go right over germany"	starts	"if a war starts, all the bombs are going --n4074a0 to go right over germany"	the	S	NP-SBJ-N4074A0		bombs				1	0.25	18.60889128	1	4	3.34e-06	sw2252_s151_541	the	bombs
19467:92	"but you got a, the, the great big area that --n4087a5's just, was traditionally known --n4087d0 as russia and then all these little nationality groups, around it, you know, that --n40881b were, you know,"	then	"the great big area that --n4087a5's just, was traditionally known --n4087d0 as russia and then all these little nationality groups, around it, you know, that --n40881b were, you know"	these	NP	NP	NP-OTHER	groups				1	0.026315789	14.98440042	1	38	3.17e-05	sw2252_s178_508	the	groups
19472:22	"you know, and these were all the soviet economists, us you know,"	were	"were all the soviet economists, us you know"	the	VP	NP-PRD		economists				1	0.5	20.19385378	1	2	1.67e-06	sw2252_s181_507	the	economists
19540:23	"what do you do --n409d0c with all these troops that --n409d27 have been taken care of --n409d42 by, uh, bulgaria and, and czechoslovakia"	with	"with all these troops that --n409d27 have been taken care of --n409d42 by, uh, bulgaria and, and czechoslovakia"	these	PP	NP	NP-OTHER	troops				1	0.083333333	16.73442216	1	12	1e-05	sw2252_s212_507	the	troops
19559:33	what are we going --n40a16e to do --n40a17d with all the soldiers over there.	with	with all the soldiers over there	the	PP	NP	NP-OTHER	soldiers				1	0.166666667	17.87192569	1	6	5e-06	sw2252_s219_511	the	soldiers
19680:19	"it's a story of all the politics and, uh, lobbying and just basically state by state events, that --n401f38 lead to the events that --n401f53 brought about the civil war."	of	"of all the politics and, uh, lobbying and just basically state by state events, that --n401f38 lead to the events that --n401f53 brought about the civil war"	the	PP	NP	NP-OTHER	state		politics		1	0.004016064	12.23965747	1	249	0.000207608	sw2253_s69_506	the	politics
19697:50	"it was made --n40256d to placate some of the northern support but not completely alienate all the southern support because, you know, it was, uh, if you read it, it only emancipated those who --n402604 were in areas, uh, in rebellion against the united states."	alienate	completely alienate all the southern support	the	VP	NP	NP-OBJ	support				1	0.012987013	13.94592627	1	77	6.42e-05	sw2253_s79_516	the	support
